조사일자,지역,구,상호,주소,상표,전화번호,셀프여부,고급휘발유,휘발유,경유,실내등유
20260902,대전광역시,대덕구,㈜태석,대전 대덕구 한밭대로 1180,HD현대오일뱅크,042-673-1230,True,,1819,1799,
20260902,대전광역시,대덕구,제일셀프주유소,대전 대덕구  동서대로 1750 (비래동),S-OIL,042-638-4255,True,,1825,1810,
20260902,대전광역시,대덕구,삼미상사㈜ 대원셀프주유소,대전 대덕구 동서대로 1772 (비래동),SK에너지,042-673-7412,True,2390,1825,1813,
20260902,대전광역시,대덕구,대전IC주유소 삼승유화㈜직영1호점,대전 대덕구 동서대로 1787,S-OIL,042-627-5145,True,,1825,1813,
20260902,대전광역시,대덕구,대양석유㈜ 대덕주유소,대전 대덕구 동서대로 1811,SK에너지,042-633-7775,True,,1825,1813,1549
20260902,대전광역시,대덕구,신탄진IC주유소,대전 대덕구 신탄진로 665,SK에너지,042-932-7888,True,,1825,1812,
20260902,대전광역시,대덕구,대성주유소,대전 대덕구 덕암로 219,HD현대오일뱅크,042-628-5180,True,,1825,1863,
20260902,대전광역시,대덕구,맘모스주유소,대전 대덕구 동서대로 1756,HD현대오일뱅크,042-636-5151,True,,1825,1813,
20260902,대전광역시,대덕구,용은주유소,대전 대덕구 신탄진로 559 (상서동),S-OIL,042-936-0068,True,,1825,1813,
20260902,대전광역시,대덕구,신탄진알뜰주유소,대전 대덕구 대덕대로1527번길 374,알뜰주유소,042-932-3000,True,,1825,1812,
20260902,대전광역시,대덕구,대림석유(주) 신탄진주유소,대전 대덕구 신탄진로681번길 22,HD현대오일뱅크,042-671-5151,True,2349,1828,1813,
20260902,대전광역시,대덕구,대전북부새마을금고주유소,대전 대덕구 신탄진로 792,SK에너지,042-933-5182,True,2298,1828,1811,1600
20260902,대전광역시,대덕구,영풍에너지 주식회사,대전 대덕구 신탄진로 584 (상서동),HD현대오일뱅크,042-934-5151,True,,1828,1813,1550
20260902,대전광역시,대덕구,중도석유(주)오정동주유소,대전 대덕구 대전로 1144 (오정동),GS칼텍스,042-672-4843,False,2265,1828,1799,
20260902,대전광역시,대덕구,일등주유소,대전 대덕구 신탄진로 636 (평촌동),자가상표,042-933-1346,False,,1828,1812,1500
20260902,대전광역시,대덕구,금강주유소,대전 대덕구 신탄진로 536,GS칼텍스,042-931-6633,True,,1828,1813,
20260902,대전광역시,대덕구,대덕주유소,대전 대덕구 신탄진로 470,HD현대오일뱅크,042-936-9934,True,,1828,1813,
20260902,대전광역시,대덕구,스마일주유소,대전 대덕구 신탄진로 622 (상서동),S-OIL,042-934-5188,True,,1829,1813,
20260902,대전광역시,대덕구,성찬셀프주유소,대전 대덕구 신탄진로 764 (신탄진동),S-OIL,042-346-1208,True,,1829,1813,
20260902,대전광역시,대덕구,세종Self주유소,대전 대덕구 대덕대로 1494 (목상동),SK에너지,042-934-5189,True,,1835,1825,
20260902,대전광역시,대덕구,㈜학하 목상셀프주유소,대전 대덕구 대덕대로 1500 (목상동),HD현대오일뱅크,070-7722-5153,True,2385,1835,1825,
20260902,대전광역시,대덕구,신탄진농협주유소,대전 대덕구 덕암로 164,NH-OIL,042-932-5736,True,,1838,1819,1550
20260902,대전광역시,대덕구,YM21유통㈜ 신탄진(서울)주유소/충전소,대전 대덕구 산업단지로 27,알뜰(ex),042-934-2445,True,,1839,1828,
20260902,대전광역시,대덕구,씨앤에스유통(주)회덕아이씨주유소,대전광역시 대덕구  갑천도시고속도로 1084 (회덕동),S-OIL,042-672-5151,True,,1842,1829,
20260902,대전광역시,대덕구,갑천주유소,대전 대덕구 아리랑로55번길 189 (신대동),GS칼텍스,042-635-4062,True,,1848,1818,
20260902,대전광역시,대덕구,라자로주유소,대전 대덕구 대전로 1390,S-OIL,042-632-5151,True,,1849,1834,1600
20260902,대전광역시,대덕구,오정동SM셀프주유소,대전 대덕구 오정로 123 (오정동),HD현대오일뱅크,042-621-2997,True,,1850,1840,
20260902,대전광역시,대덕구,신일주유소,대전 대덕구 산업단지로 112,HD현대오일뱅크,042-936-5145,True,2350,1855,1845,1600
20260902,대전광역시,대덕구,대전이데아주유소,대전 대덕구 한밭대로 1145 (중리동),S-OIL,042-633-7186,True,,1855,1835,
20260902,대전광역시,대덕구,대도주유소,대전 대덕구 신탄진로756번길 2 (신탄진동),HD현대오일뱅크,042-931-7600,False,,1855,1845,1600
20260902,대전광역시,대덕구,현대오일뱅크㈜직영 4공단주유소,대전 대덕구 대덕대로 1412,HD현대오일뱅크,042-935-6051,False,,1866,1850,1608
20260902,대전광역시,대덕구,현대오일뱅크㈜직영 대덕산단주유소,대전 대덕구 문평동로 2,HD현대오일뱅크,042-933-0115,False,2319,1866,1850,1608
20260902,대전광역시,대덕구,공단주유소,대전 대덕구 대전로 1285 (대화동),GS칼텍스,042-634-0225,False,,1899,1889,1600
20260902,대전광역시,대덕구,개나리주유소오일뱅크,대전 대덕구 오정로 53 (오정동),HD현대오일뱅크,042-631-4466,False,,1949,1939,
20260902,대전광역시,대덕구,비전운수(주)산업단지주유소,대전 대덕구 산업단지로 107,GS칼텍스,042-935-5111,False,,1949,1939,1550
20260902,대전광역시,대덕구,(주)차세대주유소,대전광역시 대덕구  아리랑로 73,GS칼텍스,042-626-5051,False,,1998,1998,1730
20260902,대전광역시,대덕구,순우리주유소,대전 대덕구 신탄진로 533 (상서동),자가상표,042-931-5182,True,,,1869,
20260902,대전광역시,동구,용전셀프주유소,대전 동구 동서대로 1627,HD현대오일뱅크,042-637-8838,True,2298,1805,1793,
20260902,대전광역시,동구,아원주유소,대전 동구 계족로 326,HD현대오일뱅크,042-625-2928,True,2260,1805,1793,1650
20260902,대전광역시,동구,동일석유㈜대전주유소,대전 동구 계족로 436 (용전동),SK에너지,042-673-8880,True,,1805,1793,
20260902,대전광역시,동구,에이스주유소,대전 동구 동대전로 253,SK에너지,042-632-5289,True,,1808,1798,
20260902,대전광역시,동구,동아주유소,대전 동구 동대전로 118 (대동),HD현대오일뱅크,042-626-3333,True,,1808,1798,1700
20260902,대전광역시,동구,내트럭(주)남대전사업소,대전 동구 대전로 15,SK에너지,042-271-5673,True,,1809,1794,
20260902,대전광역시,동구,(주)이선 광장셀프주유소,대전 동구 계족로 305,SK에너지,042-623-2368,True,,1809,1794,
20260902,대전광역시,동구,주식회사대동현대셀프,대전 동구 계족로 126,HD현대오일뱅크,010-4672-2452,True,2260,1810,1795,
20260902,대전광역시,동구,㈜용운주유소,대전 동구 백룡로 77 (용운동),알뜰주유소,042-471-6699,True,,1813,1799,
20260902,대전광역시,동구,(주)하늘셀프주유소,대전 동구 대전로 549,SK에너지,042-283-5151,True,,1819,1798,
20260902,대전광역시,동구,대성셀프주유소,대전 동구 대전로 292,HD현대오일뱅크,042-286-9505,True,2275,1819,1798,
20260902,대전광역시,동구,산내제일주유소,대전 동구 대전로 269 (대성동),S-OIL,042-282-5189,True,,1819,1798,1650
20260902,대전광역시,동구,sk대동주유소,대전 동구 계족로140번길 73 (용운동),SK에너지,042-283-5333,True,,1819,1823,1575
20260902,대전광역시,동구,대양석유㈜ 덕성셀프주유소,대전 동구 대전로 287,SK에너지,042-286-5151,True,2260,1819,1798,
20260902,대전광역시,동구,판암하늘셀프주유소,대전 동구 옥천로 77,SK에너지,042-286-5189,True,2260,1820,1810,
20260902,대전광역시,동구,호원셀프주유소,대전 동구 한밭대로 1315 (용전동),HD현대오일뱅크,042-672-2954,True,2225,1825,1810,
20260902,대전광역시,동구,고향주유소,대전 동구 산내로 562,HD현대오일뱅크,042-273-1998,False,,1829,1819,1650
20260902,대전광역시,동구,재하주유소,대전 동구 동서대로 1664 (성남동),HD현대오일뱅크,042-626-6626,True,,1833,1811,
20260902,대전광역시,동구,KH에너지㈜직영 태양주유소,대전 동구 한밭대로 1258 (용전동),SK에너지,042-624-5122,True,,1834,1810,
20260902,대전광역시,동구,토지주유소,대전 동구 계족로 249,GS칼텍스,042-000-0000,True,,1835,1815,
20260902,대전광역시,동구,유원주유소,대전 동구 계족로 513 ``,GS칼텍스,042-672-3613,True,,1835,1920,1600
20260902,대전광역시,동구,가양셀프주유소,대전 동구 우암로 365 (가양동),S-OIL,042-632-3838,True,,1835,1815,1650
20260902,대전광역시,동구,매봉주유소,대전 동구 우암로 247 (가양동),SK에너지,042-636-6086,True,,1837,1819,
20260902,대전광역시,동구,신가오주유소,대전 동구 은어송로 38 (가오동),SK에너지,042-272-7171,True,2328,1839,1829,
20260902,대전광역시,동구,지에스칼텍스㈜현암주유소,대전 동구 동서대로 1494 (삼성동),GS칼텍스,042-634-3151,True,,1840,1849,
20260902,대전광역시,동구,대전알찬주유소,대전 동구 우암로 316 (가양동),S-OIL,042-633-7975,True,,1845,1819,
20260902,대전광역시,동구,(주)학하 삼성셀프주유소,대전 동구 대전로 908 (삼성동),HD현대오일뱅크,042-637-5566,True,,1855,1855,
20260902,대전광역시,동구,HD현대오일뱅크㈜직영 동원주유소,대전 동구 옥천로 355-3,HD현대오일뱅크,042-282-5155,False,2320,1860,1855,1638
20260902,대전광역시,동구,동광장주유소,대전 동구 중앙로 280,S-OIL,000-0000-0000,True,,1860,1830,
20260902,대전광역시,동구,우정주유소,대전 동구 옥천로 418 (삼정동),S-OIL,042-284-0235,True,,1895,1895,
20260902,대전광역시,동구,신고개주유소,대전 동구 새울로 38 (용운동),S-OIL,042-285-6700,True,,1895,1885,
20260902,대전광역시,서구,남선석유㈜ 계백셀프주유소,대전 서구 계백로 1327,S-OIL,042-523-5184,True,,1806,1794,
20260902,대전광역시,서구,(유)용명에너지 신대전셀프주유소,대전 서구 도산로 213,HD현대오일뱅크,042-533-6045,True,2256,1807,1787,
20260902,대전광역시,서구,굿모닝주유소,대전 서구 계백로 1376,HD현대오일뱅크,042-583-5182,True,,1807,1795,
20260902,대전광역시,서구,도마진실주유소,대전 서구 도산로 123,S-OIL,042-522-3764,True,,1807,1787,
20260902,대전광역시,서구,대림주유소,대전 서구 계백로 1290 (정림동),GS칼텍스,042-586-5102,True,,1812,1795,
20260902,대전광역시,서구,중도석유(주) 도마동주유소,대전 서구 계백로 1371 (도마동),GS칼텍스,042-523-0589,True,,1812,1795,
20260902,대전광역시,서구,탄방주유소,대전 서구 유등로 659,알뜰주유소,042-487-9005,True,,1813,1800,
20260902,대전광역시,서구,코끼리셀프주유소,대전 서구 도산로 446 (용문동),S-OIL,042-522-3240,True,,1813,1800,
20260902,대전광역시,서구,주홍셀프,대전 서구 도산로 475 (탄방동),GS칼텍스,042-485-8363,True,,1813,1800,
20260902,대전광역시,서구,(주)에너비즈 둔산주유소,대전 서구 유등로 667 (탄방동),S-OIL,042-487-7090,True,,1815,1802,
20260902,대전광역시,서구,프렌즈스테이션㈜제이에이치에스,대전 서구 계백로 838,HD현대오일뱅크,042-544-5185,True,,1815,1825,
20260902,대전광역시,서구,주식회사 가수원주유소,대전 서구 계백로 1176 (가수원동),SK에너지,042-543-5189,True,2248,1818,1798,
20260902,대전광역시,서구,그린주유소,대전 서구 동서대로 953,알뜰주유소,042-534-5301,True,,1819,1799,
20260902,대전광역시,서구,우리하나셀프주유소,대전 서구 동서대로 1120,S-OIL,042-522-5179,True,,1819,1791,
20260902,대전광역시,서구,(주)에너비즈 명품주유소,대전 서구 배재로 218 (도마동),S-OIL,042-521-0051,True,2248,1819,1799,
20260902,대전광역시,서구,(주)혜천셀프주유소,대전 서구 혜천로 28,GS칼텍스,042-587-5189,True,,1819,1799,
20260902,대전광역시,서구,지에스칼텍스㈜구봉산셀프주유소,대전 서구 구봉로 208,GS칼텍스,042-256-8333,True,2258,1824,1833,
20260902,대전광역시,서구,씨앤에스유통㈜ 호수공원주유소,대전 서구 계백로 1259 (정림동),S-OIL,042-534-5189,True,,1824,1814,
20260902,대전광역시,서구,중도석유(주)월드컵주유소,대전 서구 문정로 12 (탄방동),GS칼텍스,042-483-5760,True,2320,1825,1815,
20260902,대전광역시,서구,현대셀프주유소,대전 서구 변동로 114 (변동),HD현대오일뱅크,042-535-0885,True,,1829,1799,
20260902,대전광역시,서구,갈마주유소,대전 서구 신갈마로 130,GS칼텍스,042-526-0890,True,,1829,1828,
20260902,대전광역시,서구,중도석유(주) 대덕주유소,대전 서구 월평북로 84 (월평동),GS칼텍스,042-482-3835,True,2320,1830,1819,
20260902,대전광역시,서구,배재주유소,대전 서구 도솔로 57 (도마동),HD현대오일뱅크,042-532-5700,False,,1837,1817,
20260902,대전광역시,서구,씨앤에스유통㈜도안신도시주유소,대전 서구 도안동로 277,S-OIL,042-545-2227,True,,1838,1818,
20260902,대전광역시,서구,KH에너지㈜직영 둔산주유소,대전 서구 둔산로 139,SK에너지,042-484-5531,True,2340,1845,1832,1700
20260902,대전광역시,서구,중동주유소,대전 서구 계룡로 344 (갈마동),알뜰주유소,042-533-7088,True,,1845,1832,
20260902,대전광역시,서구,㈜뉴월드에너지,대전 서구 배재로 205,HD현대오일뱅크,042-526-3840,False,,1849,1814,
20260902,대전광역시,서구,기성농협주유소,대전 서구 세점길 7,NH-OIL,042-581-4615,True,,1849,1839,1500
20260902,대전광역시,서구,디에스주유소,대전 서구 배재로 210 (도마동),SK에너지,042-535-3841,True,,1849,1814,
20260902,대전광역시,서구,극동유화(주) 한밭주유소,대전 서구 문정로 3 (둔산2동),S-OIL,042-471-5189,True,,1852,1842,
20260902,대전광역시,서구,괴정주유소,대전 서구 괴정로 113,GS칼텍스,042-525-1551,False,,1869,1869,1600
20260902,대전광역시,서구,(주)동건에너지 만년교셀프주유소,대전 서구 계룡로 202,HD현대오일뱅크,042-525-6643,True,,1899,1894,
20260902,대전광역시,서구,삼정주유소,대전 서구 대덕대로 384 (만년동),S-OIL,042-488-3326,True,,1948,1939,
20260902,대전광역시,서구,황금주유소,대전 서구 동서대로 1081,SK에너지,042-533-2838,True,,1977,1977,
20260902,대전광역시,서구,백산주유소,대전 서구 동서대로 1068 (변동),SK에너지,042-534-4678,True,,2199,2199,1600
20260902,대전광역시,유성구,필승주유소,대전 유성구 현충원로 201 (갑동),SK에너지,042-826-7097,True,,1807,1793,
20260902,대전광역시,유성구,선인에너지㈜강변주유소,대전 유성구 엑스포로 293,HD현대오일뱅크,042-862-5778,True,,1808,1794,
20260902,대전광역시,유성구,SK자운셀프주유소,대전 유성구 자운로157번길 122,SK에너지,042-867-5189,True,,1813,1813,
20260902,대전광역시,유성구,신성주유소,대전 유성구 가정북로 163,S-OIL,042-861-0896,True,2248,1814,1814,
20260902,대전광역시,유성구,㈜행복가득셀프,대전 유성구 대덕대로 887  (화암동),HD현대오일뱅크,010-4683-2452,True,,1814,1814,
20260902,대전광역시,유성구,위성주유소,대전 유성구 현충원로 489,HD현대오일뱅크,042-825-5145,True,,1814,1814,1550
20260902,대전광역시,유성구,㈜상익 유성주유소,대전 유성구 현충원로 342,HD현대오일뱅크,042-825-2452,True,2239,1814,1814,1480
20260902,대전광역시,유성구,첨단셀프주유소,대전 유성구 가정로 27,HD현대오일뱅크,010-9523-2452,True,2239,1814,1814,
20260902,대전광역시,유성구,장대주유소,대전 유성구 유성대로 768 (장대동),HD현대오일뱅크,042-825-6696,True,2239,1814,1814,
20260902,대전광역시,유성구,㈜오일마스터 도안대로주유소 유성지점,대전 유성구 유성대로 142 (교촌동),SK에너지,042-546-8811,True,,1818,1799,
20260902,대전광역시,유성구,유성IC메가허브점,대전 유성구 현충원로 545,S-OIL,042-825-3351,True,,1818,1819,
20260902,대전광역시,유성구,케이피에스 서대전IC 롯데마트 주유소,대전 유성구 유성대로 26-37 (원내동),S-OIL,042-541-5148,True,,1818,1819,
20260902,대전광역시,유성구,KH에너지㈜직영 하이웨이주유소,대전 유성구 현충원로 531,SK에너지,042-822-5100,True,,1818,1799,
20260902,대전광역시,유성구,서남부주유소,대전 유성구 유성대로 44,HD현대오일뱅크,042-542-5189,True,2239,1818,1799,
20260902,대전광역시,유성구,화암동셀프주유소,대전 유성구 대덕대로 804 (화암동),HD현대오일뱅크,042-863-6643,True,2290,1822,1812,
20260902,대전광역시,유성구,대양석유㈜ 엑스포주유소,대전 유성구 대덕대로 542,SK에너지,042-863-6692,False,2248,1823,1829,
20260902,대전광역시,유성구,㈜제트에너지서대전주유소,대전 유성구 계백로 212(방동),HD현대오일뱅크,042-825-5123,True,,1825,1809,1500
20260902,대전광역시,유성구,방동제일주유소,대전 유성구 계백로 324,S-OIL,042-825-0020,True,,1825,1819,
20260902,대전광역시,유성구,KK㈜ 대전중앙주유소,대전 유성구 유성대로 1647,SK에너지,042-862-2631,True,2245,1825,1825,
20260902,대전광역시,유성구,㈜서대전 IC self 주유소,대전 유성구 계백로 476 (방동),GS칼텍스,042-544-8811,True,2278,1825,1809,1500
20260902,대전광역시,유성구,신연금스테이션 ㈜제이에이치대성,대전 유성구 북유성대로 155,HD현대오일뱅크,042-544-5185,True,2239,1828,1814,
20260902,대전광역시,유성구,제이에너지㈜대덕밸리주유소,대전 유성구 대덕대로 938,GS칼텍스,070-4288-5151,True,2235,1829,1814,
20260902,대전광역시,유성구,(주)황제주유소,대전 유성구 대덕대로 934 (화암동),SK에너지,042-861-5558,True,,1829,1814,
20260902,대전광역시,유성구,삼미상사㈜ 진잠셀프주유소,대전 유성구 계백로 899 (원내동),SK에너지,042-545-9408,True,2390,1834,1829,
20260902,대전광역시,유성구,대성주유소,대전 유성구 아리랑로 12,S-OIL,042-864-5155,True,,1839,1827,1600
20260902,대전광역시,유성구,(주)퍼스트오일,대전 유성구 현충원로 213 (갑동),HD현대오일뱅크,042-823-2146,True,,1842,1842,
20260902,대전광역시,유성구,주식회사 방동주유소,대전 유성구 계백로 139,GS칼텍스,042-825-5007,True,,1844,1819,
20260902,대전광역시,유성구,(주)하나주유소,대전 유성구 유성대로 1127 (하기동),HD현대오일뱅크,042-867-5151,False,,1844,1839,
20260902,대전광역시,유성구,한밭대로주유소,대전 유성구 한밭대로 305 (장대동),HD현대오일뱅크,042-823-5152,True,,1844,1834,
20260902,대전광역시,유성구,지에스칼텍스㈜ 북유성IC주유소,대전 유성구 북유성대로 408 (외삼동),GS칼텍스,042-823-5150,True,2299,1845,1849,
20260902,대전광역시,유성구,지에스칼텍스㈜ 덕명주유소,대전 유성구 현충원로 283 (덕명동),GS칼텍스,042-825-4031,True,2249,1845,1849,
20260902,대전광역시,유성구,지에스칼텍스(주) GS사이언스주유소,대전 유성구 대덕대로 539,GS칼텍스,042-861-7766,True,2249,1845,1849,
20260902,대전광역시,유성구,지에스칼텍스(주)21세기주유소,대전 유성구 유성대로 845,GS칼텍스,042-825-2800,True,2249,1845,1849,
20260902,대전광역시,유성구,지에스칼텍스(주)정다운주유소,대전 유성구 북유성대로 51(노은동),GS칼텍스,042-824-5151,True,2299,1845,1849,1550
20260902,대전광역시,유성구,구도일태전주유소,대전 유성구 엑스포로 259 (원촌동),S-OIL,042-863-5104,True,2237,1847,1827,
20260902,대전광역시,유성구,HD현대오일뱅크㈜직영 스마트셀프주유소,대전 유성구 엑스포로 222 (원촌동),HD현대오일뱅크,042-862-5189,True,2332,1848,1848,
20260902,대전광역시,유성구,HD현대오일뱅크㈜직영 세종관문셀프주유소,대전 유성구 북유성대로 288 (하기동),HD현대오일뱅크,042-826-5191,True,2332,1848,1848,
20260902,대전광역시,유성구,햇빛주유소,대전 유성구 계백로 87 (송정동),SK에너지,042-825-6266,True,2319,1849,1819,1600
20260902,대전광역시,유성구,SK에너지㈜ 유공셀프주유소,대전 유성구 유성대로 614 (구암동),SK에너지,042-825-5153,True,2229,1858,1808,
20260902,대전광역시,유성구,대광주유소,대전 유성구 금남구즉로 1355 (봉산동),S-OIL,042-935-6667,False,,1859,1839,
20260902,대전광역시,유성구,북대전주유소,대전 유성구 유성대로 1495,S-OIL,042-864-2207,True,,1859,1859,
20260902,대전광역시,유성구,HD현대오일뱅크㈜직영 송강주유소,대전 유성구 대덕대로 1131 (송강동),HD현대오일뱅크,042-935-4064,False,2337,1862,1843,1599
20260902,대전광역시,유성구,동일석유㈜테크노밸리주유소,대전 유성구 테크노중앙로 139 (용산동),SK에너지,042-936-5189,True,2337,1862,1812,
20260902,대전광역시,유성구,HD현대오일뱅크㈜직영 노은주유소,대전 유성구 노은동로 79,HD현대오일뱅크,042-477-5182,False,2347,1869,1854,1609
20260902,대전광역시,유성구,(주)학하 학하셀프주유소,대전 유성구 학하로 189 (복용동),HD현대오일뱅크,070-4187-4546,True,,1875,1875,
20260902,대전광역시,유성구,SK에너지㈜ 예성주유소,대전 유성구 도안동로 488,SK에너지,042-822-6556,True,2239,1878,1819,
20260902,대전광역시,유성구,한밭대앞Self주유소,대전 유성구 학하서로 111 (덕명동),S-OIL,042-525-5151,True,,1883,1874,
20260902,대전광역시,유성구,관저주유소,대전 유성구 계백로 975  (원내동),HD현대오일뱅크,042-541-4202,True,,1895,1875,1600
20260902,대전광역시,유성구,우진주유소,대전 유성구 유성대로654번길 1,S-OIL,042-823-9606,False,,1895,1854,
20260902,대전광역시,유성구,(주)구암상사주유소,대전 유성구 유성대로654번길 32,GS칼텍스,042-825-6162,False,,1899,1873,1640
20260902,대전광역시,유성구,계룡주유소,대전 유성구 현충원로 177,S-OIL,042-822-5111,False,2598,1979,1979,
20260902,대전광역시,중구,(주)김여사네 대전지점,대전 중구 대종로 558 (선화동),S-OIL,042-254-5189,True,,1808,1797,
20260902,대전광역시,중구,㈜남강 중앙로셀프주유소,대전 중구 중앙로 64,HD현대오일뱅크,042-256-0238,True,2346,1808,1797,
20260902,대전광역시,중구,(주)석교주유소,대전 중구 대종로 207 (석교동),SK에너지,042-273-7755,True,,1809,1795,
20260902,대전광역시,중구,옥계주유소,대전 중구 대종로 103,HD현대오일뱅크,042-285-1297,True,,1809,1794,
20260902,대전광역시,중구,오월드주유소,대전 중구 대둔산로 359 (사정동),HD현대오일뱅크,042-583-5151,True,2346,1809,1798,
20260902,대전광역시,중구,안영IC주유소,대전 중구 대둔산로 188 (안영동),GS칼텍스,042-584-5145,True,,1809,1798,
20260902,대전광역시,중구,소망주유소,대전 중구 보문산로 307 (문화동),GS칼텍스,042-584-0413,True,,1809,1794,
20260902,대전광역시,중구,천지인주유소,대전 중구 대종로 44,S-OIL,042-272-6100,True,,1809,1795,1600
20260902,대전광역시,중구,우리셋주유소,대전 중구 대둔산로 150,S-OIL,042-581-0678,True,,1809,1797,
20260902,대전광역시,중구,안영셀프주유소,대전 중구 대둔산로 241 (안영동),HD현대오일뱅크,042-585-6001,True,,1815,1805,1600
20260902,대전광역시,중구,동물원주유소,대전 중구 대둔산로 270 (사정동),SK에너지,042-587-5151,True,,1815,1798,1600
20260902,대전광역시,중구,하나로주유소,대전 중구 대둔산로 211 (안영동),SK에너지,042-581-5189,True,2295,1815,1799,1600
20260902,대전광역시,중구,서대전농협주유소,대전 중구 계백로 1555 (유천동),SK에너지,042-535-9251,True,,1819,1814,1500
20260902,대전광역시,중구,이화주유소,대전 중구 대종로 166,SK에너지,042-274-5189,False,,1819,1809,
20260902,대전광역시,중구,(주)농협대전유통 하나로주유소,대전 중구 대둔산로199번길 43,NH-OIL,042-580-5083,True,,1819,1814,
20260902,대전광역시,중구,중촌셀프주유소,대전 중구 동서대로 1434 (선화동),HD현대오일뱅크,010-4102-7649,True,,1825,1808,
20260902,대전광역시,중구,(주)에너비즈 삼성주유소,대전 중구 계룡로 778 (오류동),S-OIL,042-537-5189,True,,1825,1819,
20260902,대전광역시,중구,태성주유소,대전 중구 동서대로 1459 (중촌동),S-OIL,042-252-5189,True,,1830,1819,1500
20260902,대전광역시,중구,두바이주유소 도안씨티㈜,대전 중구 보문로 117,SK에너지,042-242-5250,True,,1837,1808,
20260902,대전광역시,중구,(주)제트 동서로주유소,대전 중구 동서대로 1293,HD현대오일뱅크,042-532-5050,True,,1839,1839,
20260902,대전광역시,중구,금성주유소,대전 중구 동서대로 1183 (태평동),S-OIL,042-525-1183,True,,1849,1836,
20260902,대전광역시,중구,도서관셀프주유소,대전 광역시 중구 보문산로 353,HD현대오일뱅크,042-581-2148,True,,1854,1837,
20260902,대전광역시,중구,행복가득주유소,대전광역시 중구 보문산로 86,HD현대오일뱅크,042-586-5188,True,,1855,1839,
20260902,대전광역시,중구,동성셀프주유소,대전 중구 문화로 97,HD현대오일뱅크,042-585-8730,True,,1857,1827,
20260902,대전광역시,중구,충남주유소,대전 중구 대흥로 80 (대흥동),자가상표,042-256-0101,False,,1859,1845,1600
20260902,대전광역시,중구,거북이주유소,대전 중구 문화로 35,GS칼텍스,042-584-8251,False,,1859,1829,
20260902,대전광역시,중구,HD현대오일뱅크㈜직영 충무주유소,대전 중구 충무로 141 (부사동),HD현대오일뱅크,042-222-8788,False,2346,1864,1852,
20260902,대전광역시,중구,삼육주유소,대전 중구 대전천서로 757,SK에너지,042-257-3636,True,,1885,1875,
20260902,대전광역시,중구,청정주유소,대전 중구 오류로 120 (오류동),SK에너지,042-536-5151,True,,1899,1849,
